,At,Sentimen,Review,Bintang,Aspek,data_cleaned
742,2019-11-13 09:53:55,-1,"Aplikasi cacat, ga bisa login terus padahal udah bikin akun dari kapan tau dan udah sering order. Barusan mau upload bukti pembayaran tapi ga bisa, terus ga bisa login lagi, gatau deh gimana status pembayarannya. Sampah banget.",1,Tampilan,aplikasi cacat tidak bisa login terus padahal udah membuat akun dari kapan tahu dan udah selalu order baru saja ingin upload bukti pembayaran tetapi tidak bisa terus tidak bisa login sedang tidak tahu deh bagaimana status pembayarannya sampah sekali
743,2019-11-11 16:37:03,1,"Nah, akhirnya gua download sendiri hehe, biasanya gua pake punya temen krna hp gua baru beli. sumpah gua suka app ini, ada review yang membantu banget, terus ada kontent nya yg seperti video terus ada juga how to use, aku suka banget harganya terjangkau, gak pernah mengecewakan dan finally yg gak bikin nguras kantor free ongkir. Aku suka banget hehe, semoga tetap free ya. Ini bakalan aku recommended bagi yg blm download. Sukses terus",5,Layanan,nah akhirnya saya download sendiri tertawa biasanya saya pakai punya teman karena handphone saya baru membeli sumpah saya suka aplikasi ini ada review yang membantu sekali terus ada konten nya yang seperti video terus ada juga how kok use saya suka sekali harganya terjangkau tidak pernah mengecewakan dan finally yang tidak membuat nguras kantor free ongkir saya suka sekali tertawa semoga tetap free ya ini bakalan saya recommended bagi yang belum download sukses terus
744,2019-11-11 01:21:00,-1,Tiba tiba akun gabisa di aksez Payah,2,Tampilan,tiba tiba akun tidak bisa di akses payah
745,2019-11-10 22:38:44,-1,GBB,1,Lainnya,bagus
746,2019-11-10 11:31:09,1,Bagus tp gak semua barang bisa dibeli,4,Produk,bagus tetapi tidak semua barang bisa dibeli
747,2019-11-09 10:08:22,1,"sukaaaa banget sama apk ini, bisa liat review terus langsung beli produk nya, praktis gitu dalam satu apk, pengiriman nya juga cepetttt buangettt, dan sering ada diskon diskon gituuu",5,Layanan,suka sekali sama aplikasi ini bisa melihat review terus langsung membeli produk nya praktis begitu dalam satu aplikasi pengiriman nya juga cepat sekali dan selalu ada diskon diskon seperti itu
748,2019-11-09 08:28:17,1,lemot bgt ga sanggup:(,4,Lainnya,lama sekali tidak sanggup
749,2019-11-09 07:33:47,0,"Kenapa kalo mau bayar pake ovo selalu gagal ,,? Udah coba 5x tetep gagal mulu tolong perbaiki 😁🙏🏻",3,Tampilan,mengapa kalau ingin bayar pakai ovo selalu gagal udah coba kali tetap gagal terus tolong perbaiki
750,2019-11-08 20:36:42,1,Good job,5,Lainnya,good job
751,2019-11-07 15:24:11,-1,"Nunggu 10 hari status pesanan masih order on check, klo gk diemail CSnya gk bakalan tau klo ada produk kosong. helloo klo emang produk out of stock harusnya dikonfirmasi secepatnya bkn bkin kita nunggu sampai selama itu tanpa kejelasan..sumpah ini sdh kesekian kalinya diginiin padahal udah langganan brp tahun",1,Layanan,menunggu 10 hari status pesanan masih order on check kalau tidak di email csnya tidak bakalan tahu kalau ada produk kosong hallo kalau memang produk out of stock harusnya dikonfirmasi secepatnya bukan membuat kita menunggu sampai selama itu tanpa kejelasan .. sumpah ini sudah kesekian kalinya seperti ini padahal udah langganan berapa tahun
752,2019-11-06 22:10:46,1,Bagus barangnya always original,5,Produk,bagus barangnya always original
753,2019-11-06 21:32:45,-1,"Dear minta di tindak lanjut dong Yang pertama aku order lipstik polka sudah dari bulan lalu blm aja di kirim, statusnya masih order in progress Yang kedua aku order himalaya cream sudah aku transfer tp status nya auto cancel ga jlas masalah nya apa Aku juga sdah krim email sblmnya sampai 2x tp tidak ada respon, lalu untuk apa adanya email cs ini Sbnernya aku gamau tlis keluhan aku d ulasan ini tp karna masalah aku ga knjung selesai mngkin dari sni biar jd pelajaran ya buat plyanan aplikasinya.",1,Layanan,dear pinta di tindak lanjut dong yang pertama saya order lipstik polka sudah dari bulan lalu belum saja di kirim statusnya masih order ini progres yang kedua saya order himalaya cream sudah saya transfer tetapi status nya auto cancel tidak jelas masalah nya apa saya juga sudah kirim email sblmnya sampai kali tetapi tidak ada respon lalu untuk apa adanya email customer service ini sebenarnya saya tidak ingin tulis keluhan saya di ulasan ini tetapi karena masalah saya tidak kunjung selesai mngkin dari sni supaya menjadi pelajaran ya untuk pelayanan aplikasinya
754,2019-11-06 20:20:56,-1,Capek update mulu,1,Tampilan,lelah update terus
755,2019-11-06 12:37:08,-1,"Kenapa ga bisa login terus? Padahal udh daftar, tapi katanya username/pasword salah, pas penget reset pasword tp link buat reset ga masuk ke email. Akhirnya daftar ulang pakai email beda, tp ttp kaya gitu lagi. Padahal email udah bener.",1,Tampilan,mengapa tidak bisa login terus padahal sudah daftar tetapi katanya username pasword salah saat ingin reset pasword tetapi link untuk reset tidak masuk ke email akhirnya daftar ulang pakai email beda tetapi tetap seperti begitu sedang padahal email udah benar
756,2019-11-06 10:30:01,0,Kok buka apl lelet bgt ya padahal sinyal oke bgt,3,Tampilan,kok buka aplikasi lambat sekali ya padahal sinyal oke sekali
757,2019-11-05 09:33:56,0,"Pertamakali nya order disini produk 100% original tpi yg sangat disayangkan pengirimannya super lama, pesenan saya seminggu bru nyampe, tolong di ubah pengirimannya jgn lewat wahana kak lama bgt lewat pengiriman itu",3,Layanan,pertama kali nya order disini produk 100 original tetapi yang sangat disayangkan pengirimannya super lama pesenan saya seminggu baru nyampe tolong di ubah pengirimannya jangan lewat wahana kakak lama sekali lewat pengiriman itu
758,2019-11-05 08:11:33,-1,Gak bisa di upgrade,2,Lainnya,tidak bisa di upgrade
759,2019-11-04 21:15:14,0,"jujur baru bgt download app ini dan tergiur sekali krn tiap hr ada flash sale yg bkin laperr😂tp kesel bgt tiap buka aplikasi selalu lemooot bgt, udah scroll jauh2 dan pilih ini itu tb2 hank dan ketutup sendiri😑",3,Tampilan,jujur baru sekali download aplikasi ini dan tergiur sekali karena setiap hari ada flash sale yang membuat laperrtp kesal sekali setiap buka aplikasi selalu lama sekali udah scroll jauh jauh dan memilih ini itu tiba tiba hang dan ketutup sendiri
760,2019-11-04 20:04:02,1,Sangat membantu saat membeli skincare atau makeup tapi harus update terus jadi ribet kalau buka,4,Tampilan,sangat membantu saat membeli skincare atau makeup tetapi harus update terus jadi sulit kalau buka
761,2019-11-04 18:55:40,1,Aplikasi sangat terpercaya saya tinggal d papua barang bisa sampai tepat waktu dan pekingx rapi. Trimakasih soco 🤗,5,Layanan,aplikasi sangat terpercaya saya tinggal di papua barang bisa sampai tepat waktu dan packing rapih terima kasih soco
762,2019-11-04 08:59:25,0,Untuk bertransaksi di sini lumayan merepotkan.. harus di ss dulu agar tetap ada nomor bank yang akan di kirim..,3,Layanan,untuk bertransaksi di sini lumayan merepotkan harus di screenshot dulu supaya tetap ada nomor bank yang akan di kirim
763,2019-11-03 23:48:18,1,Ok,5,Lainnya,oke
764,2019-11-03 19:12:53,0,Aplikasinya error atau karena sinyalnya kurang bagus ya? Setelah klik proceed to payment malah ngeblank putih. Ada sarankah? Trims,3,Tampilan,aplikasinya error atau karena sinyalnya kurang bagus ya setelah klik proces kok payment menjadi ngeblank putih ada sarankah terima kasih
765,2019-11-02 18:03:38,1,Puas banget belanja di sociolla💞💞,5,Lainnya,puas sekali belanja di sociolla
766,2019-11-02 15:38:59,0,"Sebenernya bagus banget aplikasinya.. tapi berat gitu, gak lemot sih.. tp beras gitu klik kliknya.. mending buka di websitenya lebih luwes dan cepet .",3,Lainnya,sebenarnya bagus sekali aplikasinya tetapi berat begitu tidak lama sih tetapi beras begitu klik kliknya seharusnya buka di websitenya lebih mudah dan cepet
767,2019-11-02 14:07:13,1,selalu keluar sendiri aplikasinya. kzl,4,Tampilan,selalu keluar sendiri aplikasinya kesal
768,2019-11-01 21:45:57,0,Dikit dikit harus update,3,Tampilan,dikit dikit harus update
769,2019-11-01 09:54:54,-1,KECEWA BANGET. MENDING TUTUP AJA DEH APLIKASI INI. SUKANYA PHP. REFUND UANG JUGA TIDAK JELAS.,1,Layanan,kecewa sekali seharusnya tutup saja deh aplikasi ini sukanya php refund uang juga tidak jelas
770,2019-10-31 14:33:50,-1,"Selalu error. Sudah pesan tp emailx gak masuk, udh masukin belanjaan k keranjang malah kehapus sndri, voucher baru tidak bisa digunakan dan banyak hal lg",1,Tampilan,selalu error sudah pesan tetapi emailnya tidak masuk sudah masukkan belanjaan di keranjang menjadi kehapus sendiri voucher baru tidak bisa digunakan dan banyak hal lagi
771,2019-10-31 11:37:52,1,Goood,5,Lainnya,good
772,2019-10-31 08:59:06,1,"Aplikasinya bagus,jadi lebih mudah mencari review, banyak event2 seru dan giveaway",5,Layanan,aplikasinya bagus jadi lebih mudah mencari review banyak event event seru dan giveaway
773,2019-10-31 06:47:05,-1,Aplikasi nya sering error dan belum lengkap seperti websitenya,2,Produk,aplikasi nya selalu error dan belum lengkap seperti websitenya
774,2019-10-30 12:49:13,1,"ini pengalaman pertamaku belanja di sociolla. dan ternyata ga mengecewakan. baru pesan kemarin siang, keesokan harinya sudah sampai. barangnya juga aman, ga ada cacat sama sekali. perihal harga juga bersahabat. apalagi, di sociolla suka banyak discount. keren lah pokoknya💞",5,Layanan,ini pengalaman pertamaku belanja di sociola dan ternyata tidak mengecewakan baru pesan kemarin siang keesokan harinya sudah sampai barangnya juga aman tidak ada cacat sama sekali perihal harga juga bersahabat apalagi di sociola suka banyak discount keren lah pokoknya
775,2019-10-30 08:47:41,1,"Bisa beli sama lht review seputar perskin csre an dan per make up an. Bukan cmn skin care, hair care juga. Di jamin barang ori dan merk² nya lengkap 😉",5,Produk,bisa membeli sama lihat review seputar skin care an dan per make up an bukan hanya skin care hair care juga di jamin barang original dan merek merek nya lengkap
776,2019-10-29 18:09:44,1,Seneng sih belanja si sociolla. Tapi kenapa minta update terus sih. Padahal baru aja beberapa hari yg lalu update,4,Tampilan,senang sih belanja sih sociola tetapi mengapa pinta update terus sih padahal baru saja beberapa hari yang lalu update
777,2019-10-29 17:46:54,1,joshhh,5,Lainnya,mantap
778,2019-10-29 07:58:15,1,Good,5,Lainnya,good
779,2019-10-29 06:00:14,1,"Kenapa yaa ga bisa sign up, udah ngisi semua tp begitu di sign ga respon sama sekali huhu",5,Tampilan,mengapa ya tidak bisa sign up udah mengisi semua tetapi begitu di sign tidak respon sama sekali kecewa
780,2019-10-29 02:29:11,1,"Hampir semua produk kecantikan disini terlengkap, terpercaya, dan terupdate terus sering pula dapet potongan harga. So recomended !",5,Produk,hampir semua produk kecantikan disini terlengkap terpercaya dan terupdate terus selalu juga dapet potongan harga so recommended
781,2019-10-28 21:45:54,1,A good app for anyone who interest in skincare or make up things,4,Produk,nya good aplikasi for anyone who interest ini skincare or make up things
782,2019-10-28 14:39:18,1,"Membantu sekali dalam pemilihan skincare, seputar kecantikan, dan mempermudah pembelian produk-produk kecantikan dan aplikasi terpercaya dalam hal kecantikan. selalu memberikan potongan harga yang memikat hati wanita tentunya",5,Produk,membantu sekali dalam pemilihan skincare seputar kecantikan dan mempermudah pembelian produk produk kecantikan dan aplikasi terpercaya dalam hal kecantikan selalu memberikan potongan harga yang memikat hati wanita tentunya
783,2019-10-28 11:56:23,-1,"Pengalaman belanja, barang order gak pernah nyasar tapi emang lama sampai ke tujuan. Bisa sampai 10hari lho ketempatku. Kalo ada even diskon ato even voucher yang sehari pasti susah checkout di aplikasinya. Pindah ke web pun begitu. Kalo udh lancar di aplikasi, berarti voucher udah habis alias ""gak kebagian"". 😫 Ku kasi bintang 2 aja dulu.",2,Layanan,pengalaman belanja barang order tidak pernah nyasar tetapi memang lama sampai ke tujuan bisa sampai 10hari lho ketempatku kalau ada event diskon atau event voucher yang sehari pasti sulit checkout di aplikasinya pindah ke web pun begitu kalau sudah lancar di aplikasi berarti voucher udah habis alias tidak diberi saya beri bintang saja dulu
784,2019-10-28 10:28:31,-1,Minta di upgrade mulu 👎🏻,1,Tampilan,pinta di upgrade terus
785,2019-10-27 14:48:06,1,Update terus,5,Tampilan,update terus
786,2019-10-27 13:02:40,1,"Servernya agak lama yah, loading mulu mau transaksi lama bgt,",4,Tampilan,servernya sedikit lama ya loading terus ingin transaksi lama sekali
787,2019-10-27 12:29:17,1,Luv,5,Lainnya,love
788,2019-10-26 21:51:34,1,Keren bgt make up nya lengkap truss ori semua lg,5,Lainnya,keren sekali make up nya lengkap truss original semua lagi
789,2019-10-26 20:42:01,-1,Karena masih beta jadi sudah utk melihat history pemesanan. Susah banget malah mesti di reload mulu,2,Tampilan,karena masih beta jadi sudah untuk melihat histori pemesanan sulit sekali menjadi harus di reload terus
790,2019-10-26 14:38:01,1,apakah sociolla menulis seluruh kecamatan di Indonesia? saya mencari kecamatan sangat amat susah banyak sekali,4,Tampilan,apakah sociola menulis seluruh kecamatan di indonesia saya mencari kecamatan sangat sekali sulit banyak sekali
791,2019-10-26 11:24:36,0,Sering eror,3,Lainnya,selalu error
792,2019-10-26 10:48:19,1,okk,5,Lainnya,oke
793,2019-10-26 09:00:13,1,mahal mahal harganya huhu,4,Lainnya,mahal mahal harganya kecewa
794,2019-10-26 08:24:33,-1,"Sebulan update beraa kali sih , tiap buka soco suruh update melulu -_________-",2,Tampilan,sebulan update berapa kali sih setiap buka soco perintah update selalu
795,2019-10-25 22:53:34,1,Good,5,Lainnya,good
796,2019-10-25 20:03:12,1,Top,5,Lainnya,mantap
797,2019-10-25 19:06:24,1,Ok,5,Lainnya,oke
798,2019-10-25 17:51:47,1,Keren bangat,5,Lainnya,keren bangat
799,2019-10-25 14:18:44,1,keren,5,Lainnya,keren
800,2019-10-25 11:02:29,0,Hampir tiap seminggu sekali minta update. Meremehkan kuota smartfren atta halilintar,3,Tampilan,hampir setiap seminggu sekali pinta update meremehkan kuota smartfren atta halilintar
801,2019-10-25 06:36:15,-1,"Suka error , mohon diperbaiki lagi sistem nya",2,Tampilan,suka error mohon diperbaiki sedang sistem nya
802,2019-10-24 21:52:23,1,Ka saya kan misal nya order di sociolla trus konpirmasi pembayaran itu kalo mau uplod bukti transper gimana ia,4,Tampilan,kakak saya kan misal nya order di sociola lalu konfirmasi pembayaran itu kalau ingin upload bukti transfer bagaimana ya
803,2019-10-24 20:55:23,0,"Suka, lengkap produknya, tapi ya gitu kalo pesan gk ketauan barangnya udh sampe mana, terus pas buka agak lama:( tadi baru ja update paling minggu depan update lagi kayanya ni'-'",3,Produk,suka lengkap produknya tetapi ya begitu kalau pesan tidak ketahuan barangnya sudah sampe dimana terus saat buka sedikit lama tadi baru ja update paling minggu depan update sedang sepertinya ini
804,2019-10-24 20:17:51,0,"Baiknya jangan terlalu sering update juga, krn kurang nyaman rasanya",3,Tampilan,baiknya jangan terlalu selalu update juga karena kurang nyaman rasanya
805,2019-10-24 19:50:08,1,good,5,Lainnya,good
806,2019-10-24 18:47:49,-1,Jangan suka update² dongg tolong ini mah klo gk di update gk bisa buka appny gw mo bayar transaksi bentar lagi 24jam!!,2,Tampilan,jangan suka update2 dong tolong ini mah kalau tidak di update tidak bisa buka appny saya ingin bayar transaksi bentar sedang 24jam
807,2019-10-24 18:35:08,-1,Too much update,2,Tampilan,too much update
808,2019-10-24 16:09:53,1,Betul-betul free ongkir yah😍,5,Layanan,betul betul free ongkir yah
809,2019-10-24 15:13:35,1,Bagusss bagt . Barng ori,5,Produk,baguss sekali barang original
810,2019-10-24 12:48:14,1,Good one,5,Lainnya,good one
811,2019-10-24 12:02:58,1,Waktu restocknya agak lama,4,Layanan,waktu restocknya sedikit lama
812,2019-10-24 11:08:08,-1,"Kadang2 yg tertulis dalam flashsale diskon 50%, sewaktu dibuka produknya hanya diskon 30%. Kurang konsisten yaa..",2,Layanan,kadang kadang yang tertulis dalam flashsale diskon 50 sewaktu dibuka produknya hanya diskon 30 kurang konsisten ya
813,2019-10-24 10:30:49,1,oke banget,5,Lainnya,oke sekali
814,2019-10-24 10:19:15,-1,Aplikasi nya lemot banget . Susah buat belanja lewat aplikasi nya Kalau mau belanja harus lewat pc dl baru bisa :(,1,Tampilan,aplikasi nya lama sekali sulit untuk belanja lewat aplikasi nya kalau ingin belanja harus lewat laptop dahulu baru bisa
815,2019-10-23 14:51:16,1,Keren,5,Lainnya,keren
816,2019-10-23 14:22:54,1,Mohon untuk antisipasi jika ada event promo besar2an baik dari pemilihan pengiriman atau laporan system status orderan ke email.. Terima kasih:(,4,Layanan,mohon untuk antisipasi jika ada event promo besar besaran baik dari pemilihan pengiriman atau laporan system status orderan ke email terima memberi
817,2019-10-22 22:50:10,1,Bagus,5,Lainnya,bagus
818,2019-10-22 21:46:02,1,Good app for skincare,5,Lainnya,good aplikasi for skincare
819,2019-10-21 15:19:39,-1,"makasih banget ya, auto uninstall sociolla Masa gak bisa ganti alamat kirim, padahal barang jg belom dikirim?? ribet banget, app lain juga bisa tuh kalo barang nya dikirim deket juga gapapa, ini beda pulau",1,Tampilan,terima kasih sekali ya auto uninstall sociola heran tidak bisa ganti alamat kirim padahal barang juga belom dikirim sulit sekali aplikasi lain juga bisa itu kalau barang nya dikirim deket juga tidak apa apa ini beda pulau
820,2019-10-21 11:46:05,1,Ok,5,Lainnya,oke
821,2019-10-20 22:23:25,1,Okeh,5,Lainnya,oke
822,2019-10-20 20:38:17,0,Pengirimannya super duper lama,3,Layanan,pengirimannya super super lama
823,2019-10-20 19:46:46,-1,"Saya memesan 3 item produk via soco merk nivea dan raiku. Saya sudah transfer dana, 18 hari setelah konfirmasi pembayaran, statusnya tetap shipped. Kira2 pesanan saya sudah dikirim atau belum? Mohon informasi costumer service yg bisa dihubungi",1,Layanan,saya memesan item produk via soco merk nivea dan raiku saya sudah transfer dana 18 hari setelah konfirmasi pembayaran statusnya tetap shipped kira2 pesanan saya sudah dikirim atau belum mohon informasi costumer service yang bisa dihubungi
824,2019-10-20 13:04:31,1,Mantap,5,Lainnya,mantap
825,2019-10-19 21:47:18,-1,Setiap edit profile error connection,1,Tampilan,setiap edit profile error connection
826,2019-10-19 07:43:18,-1,"Sumpah kesel, aku lupa password, reset password udah 1 minggu, tiap buka link yg dikirim ke email gak bisa loading, udah pakai 4G juga. Aku mau belanja dan cek ini itu jadi gak bisa",2,Tampilan,sumpah kesal saya lupa password reset password udah minggu setiap buka link yang dikirim ke email tidak bisa loading udah pakai juga saya ingin belanja dan cek ini itu jadi tidak bisa
827,2019-10-18 21:49:41,-1,Tiba2 keluar sendiri pdahal gak ada d log out. Mau reset password mlah situsnya gak bsa. Jelek bgt,1,Tampilan,tiba tiba keluar sendiri padahal tidak ada di log out ingin reset password malah situsnya tidak bisa buruk sekali
828,2019-10-18 13:04:09,1,Love it!,5,Lainnya,love it
829,2019-10-17 18:20:49,1,"Suka bgt sma sociolla,blm lama kenal ada klai baru setahun,banyk promo dan diskon dan gratis ongkir, terbaikkks luvv",5,Layanan,suka sekali dengan sociola belum lama kenal ada mungkin baru setahun banyak promo dan diskon dan gratis ongkir terbaik love
830,2019-10-16 16:58:50,1,"Sociolla adalah aplikasi yg sangat recommended. Isi berkualitas, produk original dan cocok Banget ni buat para female",5,Produk,sociola adalah aplikasi yang sangat recommended isi berkualitas produk original dan cocok sekali ini untuk para female
831,2019-10-16 08:56:08,1,"Baru mengenal soco ngk lama, suka sekali dengan aplikasi ini karena bisa belanja dengan hati puas krn keaslian produk terjamin, banyak diskon dan promosi. Bye2 galau bayar mahal tapi ragu akan keaslian produk. Thanks.",5,Produk,baru mengenal soco tidak lama suka sekali dengan aplikasi ini karena bisa belanja dengan hati puas karena keaslian produk terjamin banyak diskon dan promosi bye bye galau bayar mahal tetapi ragu akan keaslian produk terima kasih
832,2019-10-16 07:32:07,-1,Bad,1,Lainnya,bad
833,2019-10-15 16:16:40,-1,Ngeri,1,Lainnya,takut
834,2019-10-15 16:15:39,-1,Haduh,1,Lainnya,kecewa
835,2019-10-15 16:15:12,-1,Kecewa,1,Lainnya,kecewa
836,2019-10-15 16:14:52,-1,Tak jelas,1,Lainnya,tidak jelas
837,2019-10-15 16:14:34,-1,So bad,1,Lainnya,so bad
838,2019-10-15 16:14:11,-1,Buruk sangat buruk,1,Lainnya,buruk sangat buruk
839,2019-10-14 13:09:37,-1,"Aplikasi dan websitenya jelek :( Sinyal saya penuh, buka lain2 bisa, tapi buka website atau aplikasi sociolla lama banget",1,Lainnya,aplikasi dan websitenya buruk sinyal saya penuh buka lain lain bisa tetapi buka website atau aplikasi sociola lama sekali
840,2019-10-14 05:24:44,1,Good,5,Lainnya,good
841,2019-10-14 01:03:08,1,"Pengeriman barang cepat, aplikasi juga banyak diskon dan pastinya ori. Kuy download",5,Layanan,pengiriman barang cepat aplikasi juga banyak diskon dan pastinya original yuk download
842,2019-10-13 23:45:13,-1,"Aplikasinya selalu minta update, setelah update order history hilang , wadaw eror mulu. Udah order dari tgl 27 September belum nyampe jugaa 😏 gimana sih ?? Gak banget deh",1,Tampilan,aplikasinya selalu pinta update setelah update order histori hilang wah error terus udah order dari tanggal 27 september belum nyampe jugaa bagaimana sih tidak sekali deh
843,2019-10-13 22:35:56,-1,"Sorry, kebanyakan update. overall yg lain bagus.",1,Tampilan,sorry kebanyakan update overall yang lain bagus
844,2019-10-13 19:59:53,1,Good app,5,Lainnya,good aplikasi
845,2019-10-13 00:03:48,-1,"Gimana ya, masi banyak sekali erornya. Yg pertama.. D depan tulisan misal harga 60k (bundle 2item), setelah di checkout jd otomatis 120k -_- Yg kedua.. Udh tfr, udh dpt email jg ttg konfirmasi pembayaran.. Tapi pas mau cek history orderannya sm skali ngga ada, historynya kosong dongg😣 bikin panik.. tulisannya eror terus gt.. Heran, gmn caranya aku bs tau orderanku dh d kirim atau belum? Kalopun sudah, dh sampe mana.. Gmn caranya bisa mantau cb kl kyk gini? 😩 tlg perbaiki sistemnya plis 😢😢",2,Tampilan,bagaimana ya masih banyak sekali erornya yang pertama di depan tulisan misal harga 60k bundle 2item setelah di checkout menjadi otomatis 120k yang kedua sudah transfer sudah dapat email juga tentang konfirmasi pembayaran tetapi saat ingin cek histori orderannya dengan sekali tidak ada historynya kosong dongg membuat panik tulisannya error terus gt heran bagaimana caranya saya bisa tahu orderanku sudah di kirim atau belum kalau pun sudah sudah sampe dimana bagaimana caranya bisa mantau coba kalau kyk gini tolong perbaiki sistemnya please
846,2019-10-12 18:57:04,1,"Walaupun order history-nya masih error, alhamdulillah barang sudah sampai. Trus seneng banget ya Allah.. dapet socobox garnier.. thankyou sociolla..",4,Layanan,walaupun order history nya masih error alhamdulillah barang sudah sampai lalu senang sekali ya allah dapet socobox garnier terima kasih sociola
847,2019-10-12 13:24:18,0,Masih kesulitan untuk mencari reviu produk dengan cepat walaupun kata kuncinya detil,3,Tampilan,masih kesulitan untuk mencari review produk dengan cepat walaupun kata kuncinya detail
848,2019-10-12 13:07:19,-1,Loadingnya lama bangt padahal jaringan kenceng,1,Lainnya,loadingnya lama sekali padahal jaringan kencang
849,2019-10-12 08:21:06,1,Jjangg,5,Lainnya,mantap
850,2019-10-12 07:41:14,1,"pengalaman belanja di sociolla si gag mengecawakan. barang lengkap harga bersahabat. selain itu kita juga bisa lht review produk trlbh dahulu sblm mncb produk baru. i like that. oh iya mgkn sociolla harus kerja sama dgn kurir lain agar ada plhan beragam, serta paket lbh cpt sampai.",4,Layanan,pengalaman belanja di sociola sih tidak mengecawakan barang lengkap harga bersahabat selain itu kita juga bisa lihat review produk terlebih dahulu sebelum mencoba produk baru like that oh iya mungkin sociola harus kerja sama dengan kurir lain supaya ada pilihan beragam serta paket lebih cepat sampai
851,2019-10-11 16:27:08,1,"Ih ini aplikasi belanja skincare dan make up the best dehhhh... sayang banget baru kenal ni aplikasi tahun ini.. padahal sebagus itu.. alternatif skincare korea yang belum dijual di offline store seperti watson dan guardian.. banyak juga diskonnya. Mantappp, gw selalu pantengin promo2 sociolla.. mayan bangettt",5,Layanan,ih ini aplikasi belanja skincare dan make up the best deh sayang sekali baru kenal ini aplikasi tahun ini padahal sangat bagus itu alternatif skincare korea yang belum dijual di offline store seperti watson dan guardian banyak juga diskonnya mantap saya selalu tunggu promo2 sociola lumayan sekali
852,2019-10-11 14:43:32,-1,kok saya gk bisa daftar ya,2,Lainnya,kok saya tidak bisa daftar ya
853,2019-10-11 13:41:14,0,"Gabisa sign up, kenapa sih?",3,Tampilan,tidak bisa sign up mengapa sih
854,2019-10-11 11:55:31,1,saya tukar poin ke saldo gopay tapi saldonya ngga masuk masuk:(,5,Tampilan,saya tukar poin ke saldo gopay tetapi saldonya tidak masuk masuk
855,2019-10-11 11:43:27,-1,"Login dan sign up lama dan gak langsung masuk situs, tidak bisa lihat detail produk malah langsung ke review pengguna trus kalo discroll ilang gak bisa balik harap segera diperbaharui.",1,Tampilan,login dan sign up lama dan tidak langsung masuk situs tidak bisa melihat detail produk menjadi langsung ke review pengguna lalu kalau discroll hilang tidak bisa kembali harap segera diperbaharui
856,2019-10-11 01:36:23,1,"Aplikasi yang bagus, namun sering lemot Suka dengan aplikasi ini, bisa mengetahui review dari suatu produk, dan kita juga dapat mengupload konten beauty~",4,Tampilan,aplikasi yang bagus namun selalu lama suka dengan aplikasi ini bisa mengetahui review dari suatu produk dan kita juga dapat mengupload konten beauty
857,2019-10-10 21:16:28,-1,"Tiap buka app nya, disuruh update mulu, haduhh",2,Tampilan,setiap buka aplikasi nya disuruh update terus kecewa
858,2019-10-10 20:54:55,0,"Lemot parah,kesell.tolong perbaiki",3,Lainnya,lama parah kesell.tolong perbaiki
859,2019-10-10 18:58:05,-1,"LEMOT BGT, MAU CO AJA SUSAH!!",1,Lainnya,lama sekali ingin cash on delivery saja sulit
860,2019-10-10 13:14:05,-1,"lemot banget apkikasinya sampek aku copot lagi pemasangan karna kesel, mohon diperbaiki dong kecepatannya",2,Lainnya,lama sekali aplikasi sampai saya lepas sedang pemasangan karena kesal mohon diperbaiki dong kecepatannya
861,2019-10-10 12:46:49,1,Ok,5,Lainnya,oke
862,2019-10-10 11:21:25,1,Ok,5,Lainnya,oke
863,2019-10-10 09:51:56,1,Luvvv,5,Lainnya,love
864,2019-10-10 06:52:03,-1,"Jelek banget njir appnya. Lelet banget, suka ngehang gitu. App kentang.",1,Lainnya,buruk sekali anjing aplikasi lambat sekali suka ngehang begitu aplikasi kentang
865,2019-10-10 05:56:26,-1,"Masih sangat banyak sekali kekurangan di aplikasi sociolla ini. Contohnya yang baru terjadi dengan saya kemarin, untuk membuka my shopping bag/my shopping itu lama banget. Selalu aja loading terus, padahal sinyal bagus simpati 4g.",1,Tampilan,masih sangat banyak sekali kekurangan di aplikasi sociola ini contohnya yang baru terjadi dengan saya kemarin untuk membuka my shopping bag my shopping itu lama sekali selalu saja loading terus padahal sinyal bagus simpati
866,2019-10-10 00:47:44,1,Goods app tingkatkan terus boss mantap,5,Lainnya,goods aplikasi tingkatkan terus bos mantap
867,2019-10-09 22:31:06,-1,Bagaimana mau belanja... tuk sign up aja ga masuk2. Uninstall aj deh,1,Tampilan,bagaimana ingin belanja untuk sign up saja tidak masuk masuk uninstall saja deh
868,2019-10-09 20:33:12,1,sangat menguntungkan,5,Lainnya,sangat menguntungkan
869,2019-10-09 19:37:55,0,Selalu minta update pdhal blum sebulan udah d minta update lagi,3,Tampilan,selalu pinta update padahal blum sebulan udah di pinta update sedang
870,2019-10-09 17:24:45,1,"Good job, Sociolla!",5,Lainnya,good job sociola
871,2019-10-09 15:08:17,-1,"Awalnya mikir ini app bagus, karna custom keperluan kita. Tapi stuck di home page bagian QR code",2,Tampilan,awalnya pikir ini aplikasi bagus karena custom keperluan kita tetapi stuck di home page bagian qr code
872,2019-10-09 08:39:31,1,pengiriman barang jgn terlalu lama,5,Layanan,pengiriman barang jangan terlalu lama
